Domain,DomainDefinition,Indicator,IndicatorDefinition,MeasureID,Measure,MeasureDefinition,DataSource,PeriodEndDate,Type,CategoryName,CategoryOption,Value,Unit,RSE,LowerCI,UpperCI,ComparisonCategoryName,ComparisonCategoryOption,Notes
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,64-75,17.373943,Proportion (%),,2.3675191,2.603518,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 0-4 in household,4.3316593,Proportion (%),,2.7634974,3.7965643,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,No children in household,9.283016,Proportion (%),,1.425705,1.5423721,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Low,44.305294,Proportion (%),,1.6938124,1.7169001,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Not a carer,8.321839,Proportion (%),,1.1765971,1.2617071,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,75+,16.23693,Proportion (%),,3.021123,3.4289014,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - non-English speaking country,8.488501,Proportion (%),,3.2521162,3.9586089,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,30-49,5.960739,Proportion (%),,1.5066948,1.89473,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Moderate,47.382008,Proportion (%),,1.7605754,1.758586,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,25-34,5.2993703,Proportion (%),,2.3898814,3.5948243,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,High,8.312699,Proportion (%),,1.0785047,1.1507758,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,35-44,4.8115697,Proportion (%),,1.7486271,2.527966,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,18-29,1.2950782,Proportion (%),,0.9832212,2.6826608,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Carer,8.387418,Proportion (%),,2.6047552,3.1235998,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - English speaking country,6.4034386,Proportion (%),,2.5832195,3.1476564,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Female,8.754264,Proportion (%),,1.5246017,1.6588235,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,50-64,11.211385,Proportion (%),,1.9310325,2.1876132,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,55-64,12.751357,Proportion (%),,2.3011134,2.6444821,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,LGBTIQ+,Not LGBTIQ+,8.228796,Proportion (%),,1.1661059,1.2494102,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,LGBTIQ+,LGBTIQ+,3.8744965,Proportion (%),,3.0367749,5.261954,,,
Social connection,"Being connected with family, friends and community",Sense of social connection,"Social interactions with friends, family and community groups
help Canberrans to feel valued and connected to the broader
community. This indicator will measure Canberrans’ self rated sense of social connection to their family, friends and
the community.",25,Social connection scale - traditional,"This measure shows the proportion of adults with a high sense of traditional social connectedness. Traditional connectedness includes face to face engagement with family and friends not living in the same household, as well as chatting with neighbours.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,"Carer with 15 or more hours per week caring obligations, or varied/hard to say hours",5.5956755,Proportion (%),,3.0160093,4.050038,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,30-49,13.948128,Proportion (%),,2.4798596,2.785857,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,CALD 1,Born in Australia,26.43247,Proportion (%),,3.7828665,4.065928,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - broad groups,30-49,29.136229,Proportion (%),,5.3881164,5.94494,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,45-54,14.690018,Proportion (%),,2.9522069,3.427279,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Disability,"Person with disability, has moderate or high difficulty with daily functions",41.373955,Proportion (%),,6.9023585,7.119262,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,UC Survey Option,Often lonely,25.588257,Proportion (%),,3.4035518,3.645583,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,64-75,10.321198,Proportion (%),,8.383356,11.902277,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,35-44,29.2245,Proportion (%),,7.191404,8.341049,,,
Social connection,"Being connected with family, friends and community",Levels of loneliness,"Feeling lonely, distant from others or like an outsider has a
proven connection to low wellbeing and poor resilience. This
indicator will measure how frequently Canberrans’
experience loneliness.",26,Loneliness scale,"This measure shows the proportion of adults who often feel they lack companionship, are left out, or are isolated from others.","Living Well in the ACT Region survey, University of Canberra (2020) - https&#58;//www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Children in household,No children in household,33.471973,Proportion (%),,9.510626,10.182586,,,
