Domain,DomainDefinition,Indicator,IndicatorDefinition,MeasureID,Measure,MeasureDefinition,DataSource,PeriodEndDate,Type,CategoryName,CategoryOption,Value,Unit,RSE,LowerCI,UpperCI,ComparisonCategoryName,ComparisonCategoryOption,Notes
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,30-49,31.34663,Proportion (%),,3.4434214,3.6113012,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,Person with no disability,38.321934,Proportion (%),,2.4122357,4.850061,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,45-54,27.216673,Proportion (%),,4.121449,4.4110446,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,No children in household,33.499138,Proportion (%),,2.2459552,2.2727835,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Not a carer,34.61128,Proportion (%),,1.8796387,1.9030969,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - English speaking country,33.769234,Proportion (%),,4.8759995,4.9413185,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - broad groups,18-29,24.25978,Proportion (%),,5.509449,6.410886,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability/long-term health condition, little/no difficulty with daily functions",28.727314,Proportion (%),,4.037015,8.171228,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,18-24,25.65121,Proportion (%),,8.9972105,10.959988,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,25-34,22.108921,Proportion (%),,5.0425205,6.020514,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - broad groups,30-49,21.406836,Proportion (%),,3.6486647,4.053915,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,75+,46.713398,Proportion (%),,4.6585774,4.6842475,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Gender,Male,29.014486,Proportion (%),,3.72635,3.87648,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 0-4 in household,45.839302,Proportion (%),,5.775133,6.170953,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Low,20.699177,Proportion (%),,1.3643441,1.4242796,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,LGBTIQ+,LGBTIQ+,15.274636,Proportion (%),,6.5586863,8.769306,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Typical,45.63738,Proportion (%),,1.7549589,1.7700311,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,LGBTIQ+,LGBTIQ+,15.380568,Proportion (%),,7.3679156,8.596277,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,55-64,30.848238,Proportion (%),,4.81385,5.160091,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,UC Survey Option,High,26.86134,Proportion (%),,2.2139986,2.2895799,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,65+,46.368904,Proportion (%),,2.7744663,2.7859893,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,CALD 1,Born overseas - non-English speaking country,32.762386,Proportion (%),,7.2184315,7.8291893,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,75+,54.018105,Proportion (%),,7.5007596,7.5839734,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Disability,"Person with disability, has moderate or high difficulty with daily functions",18.40473,Proportion (%),,3.5703382,3.8928163,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,64-75,46.211464,Proportion (%),,3.4443681,3.4642265,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Male,32.348164,Proportion (%),,2.5587606,2.604439,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,LGBTIQ+,Not LGBTIQ+,27.828997,Proportion (%),,2.3327842,2.412919,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,UC Survey Option,Typical,44.760357,Proportion (%),,2.4548326,2.4693408,,,
